CustomerID,total_spend,order_count,avg_order_value,first_purchase_date,last_purchase_date,days_since_last_purchase,customer_tenure_days,r_score,f_score,m_score,rfm_score,value_tier
2225674481,8968.96,151,59.4,2012-03-02,2013-03-31,0,394,5,5,5,15,Top 20%
2225682417,867.57,30,28.92,2012-03-03,2013-03-20,11,393,2,1,1,4,Bottom 20%
2225686354,9815.2,247,39.74,2012-03-03,2013-03-23,8,393,2,5,5,12,Top 20%
2226218221,3408.42,41,83.13,2012-03-03,2013-03-28,3,393,3,2,3,8,Middle 20%
2226270456,2169.01,155,13.99,2012-03-03,2013-03-30,1,393,4,5,2,11,Lower 20%
2226331526,3428.94,51,67.23,2012-03-09,2013-03-29,2,387,4,2,3,9,Middle 20%
2226430261,3224.06,42,76.76,2012-03-04,2013-03-15,16,392,1,2,3,6,Middle 20%
2226591151,3200.72,26,123.1,2012-03-30,2013-03-22,9,366,2,1,3,6,Middle 20%
2226824984,4617.18,64,72.14,2012-03-09,2013-03-28,3,387,3,3,4,10,Upper 20%
2227525336,2456.42,22,111.66,2012-03-09,2013-03-23,8,387,2,1,2,5,Lower 20%
2227951927,664.29,8,83.04,2012-06-03,2013-03-27,4,301,3,1,1,5,Bottom 20%
2229752221,5340.87,73,73.16,2012-03-02,2013-03-22,9,394,2,3,4,9,Upper 20%
2229930936,1116.58,49,22.79,2012-03-05,2013-03-03,28,391,1,2,1,4,Bottom 20%
2229935586,5180.98,97,53.41,2012-03-06,2013-03-29,2,390,4,4,4,12,Upper 20%
2230514666,694.61,47,14.78,2012-03-20,2013-02-16,43,376,1,2,1,4,Bottom 20%
2231375319,14194.23,112,126.73,2012-03-05,2013-03-30,1,391,4,5,5,14,Top 20%
2231375722,2049.06,24,85.38,2012-04-02,2013-03-30,1,363,4,1,2,7,Lower 20%
2231414503,5363.91,162,33.11,2012-03-03,2013-03-28,3,393,3,5,4,12,Upper 20%
2231510324,1635.88,50,32.72,2012-05-24,2013-03-06,25,311,1,2,2,5,Lower 20%
2232209560,9648.07,205,47.06,2012-03-02,2013-03-29,2,394,4,5,5,14,Top 20%
2232236902,7612.65,89,85.54,2012-03-03,2013-03-19,12,393,1,4,5,10,Top 20%
2232305164,5215.42,106,49.2,2012-03-05,2013-03-19,12,391,1,4,4,9,Upper 20%
2232320230,5414.06,110,49.22,2012-03-02,2013-03-31,0,394,5,5,4,14,Upper 20%
2232802280,6884.59,91,75.65,2012-03-05,2013-03-30,1,391,4,4,5,13,Top 20%
2232922622,7778.04,151,51.51,2012-03-04,2013-03-30,1,392,4,5,5,14,Top 20%
2233145853,1432.55,34,42.13,2012-03-21,2013-03-20,11,375,2,1,2,5,Lower 20%
2233168235,5747.46,146,39.37,2012-03-03,2013-03-30,1,393,4,5,4,13,Upper 20%
2233647464,3294.28,74,44.52,2012-03-12,2013-03-27,4,384,3,3,3,9,Middle 20%
2233954333,10541.39,274,38.47,2012-03-02,2013-03-31,0,394,5,5,5,15,Top 20%
2233965896,5355.11,111,48.24,2012-03-04,2013-03-25,6,392,3,5,4,12,Upper 20%
2233965927,3933.8,98,40.14,2012-03-09,2013-03-29,2,387,4,4,3,11,Middle 20%
2234085649,2745.81,71,38.67,2012-03-02,2013-03-24,7,394,2,3,3,8,Middle 20%
2234118509,3247.72,51,63.68,2012-03-10,2013-03-14,17,386,1,2,3,6,Middle 20%
2234165102,3202.0,90,35.58,2012-03-06,2013-03-30,1,390,4,4,3,11,Middle 20%
2234236960,1638.77,43,38.11,2012-03-09,2013-03-28,3,387,3,2,2,7,Lower 20%
2234359069,644.27,22,29.29,2012-03-10,2013-03-16,15,386,1,1,1,3,Bottom 20%
2235309467,5176.6,155,33.4,2012-03-02,2013-03-29,2,394,4,5,4,13,Upper 20%
2235783209,4445.76,180,24.7,2012-03-02,2013-03-31,0,394,5,5,4,14,Upper 20%
2235834917,531.63,36,14.77,2012-04-12,2013-02-25,34,353,1,2,1,4,Bottom 20%
2236661749,438.38,29,15.12,2012-03-03,2013-03-31,0,393,5,1,1,7,Bottom 20%
2236696903,1997.98,146,13.68,2012-03-05,2013-03-30,1,391,4,5,2,11,Lower 20%
2237476615,4876.52,130,37.51,2012-03-10,2013-03-12,19,386,1,5,4,10,Upper 20%
2237488612,5282.45,63,83.85,2012-04-03,2013-03-29,2,362,4,3,4,11,Upper 20%
2237585425,3951.95,197,20.06,2012-03-03,2013-03-29,2,393,4,5,3,12,Middle 20%
2237681184,334.97,27,12.41,2012-09-24,2013-03-24,7,188,2,1,1,4,Bottom 20%
2238648787,2058.28,31,66.4,2012-03-08,2013-02-27,32,388,1,1,2,4,Lower 20%
2239988235,3852.14,54,71.34,2012-03-07,2013-03-13,18,389,1,2,3,6,Middle 20%
2240086009,3645.05,49,74.39,2012-03-07,2013-03-23,8,389,2,2,3,7,Middle 20%
2240121659,8555.95,250,34.22,2012-03-03,2013-03-31,0,393,5,5,5,15,Top 20%
2240139546,3126.66,25,125.07,2012-03-09,2013-03-29,2,387,4,1,3,8,Middle 20%
2240826754,5754.33,69,83.4,2012-03-03,2013-03-22,9,393,2,3,4,9,Upper 20%
2240836891,9247.14,108,85.62,2012-03-06,2013-03-30,1,390,4,4,5,13,Top 20%
2240936680,3050.17,80,38.13,2012-03-10,2013-03-30,1,386,4,4,3,11,Middle 20%
2241005965,936.01,37,25.3,2012-03-17,2013-03-31,0,379,5,2,1,8,Bottom 20%
2241675751,3440.06,96,35.83,2012-03-04,2013-03-25,6,392,3,4,3,10,Middle 20%
2241678758,883.51,43,20.55,2012-03-25,2013-03-27,4,371,3,2,1,6,Bottom 20%
2241734992,1926.76,55,35.03,2012-03-06,2013-03-21,10,390,2,2,2,6,Lower 20%
2241849847,2105.7,74,28.46,2012-03-04,2013-03-31,0,392,5,3,2,10,Lower 20%
2241857473,4497.47,88,51.11,2012-03-04,2013-03-31,0,392,5,4,4,13,Upper 20%
2241858372,5199.27,127,40.94,2012-03-04,2013-03-27,4,392,3,5,4,12,Upper 20%
2241892503,2945.79,83,35.49,2012-03-03,2013-03-29,2,393,4,4,3,11,Middle 20%
2241894022,3300.67,37,89.21,2012-03-11,2013-03-24,7,385,2,2,3,7,Middle 20%
2242129064,8669.75,68,127.5,2012-03-07,2013-03-28,3,389,3,3,5,11,Top 20%
2243307839,916.79,10,91.68,2012-04-06,2013-03-24,7,359,2,1,1,4,Bottom 20%
2243465319,1428.58,26,54.95,2012-03-03,2013-03-13,18,393,1,1,2,4,Lower 20%
2244162540,1473.06,25,58.92,2012-03-12,2013-03-30,1,384,4,1,2,7,Lower 20%
2245236380,2916.41,82,35.57,2012-03-03,2013-03-31,0,393,5,4,3,12,Middle 20%
2245269953,3985.95,130,30.66,2012-03-04,2013-03-24,7,392,2,5,3,10,Middle 20%
2246108782,2183.23,28,77.97,2012-04-07,2013-03-25,6,358,3,1,2,6,Lower 20%
2246341778,2099.14,57,36.83,2012-03-02,2013-03-22,9,394,2,3,2,7,Lower 20%
2246939985,379.62,20,18.98,2012-03-16,2013-03-10,21,380,1,1,1,3,Bottom 20%
2247004992,4108.15,89,46.16,2012-03-04,2013-03-30,1,392,4,4,4,12,Upper 20%
2247838520,3623.0,57,63.56,2012-03-02,2013-03-29,2,394,4,3,3,10,Middle 20%
2247964783,3873.2,81,47.82,2012-03-02,2013-03-22,9,394,2,4,3,9,Middle 20%
2248051335,3090.25,78,39.62,2012-03-03,2013-03-28,3,393,3,4,3,10,Middle 20%
2248777107,3323.56,135,24.62,2012-03-04,2013-03-30,1,392,4,5,3,12,Middle 20%
2248954520,6141.98,139,44.19,2012-03-05,2013-03-31,0,391,5,5,5,15,Top 20%
2249214393,1246.16,23,54.18,2012-05-28,2013-03-30,1,307,4,1,1,6,Bottom 20%
2252208156,4734.34,140,33.82,2012-03-05,2013-03-21,10,391,2,5,4,11,Upper 20%
2252259306,4311.65,31,139.09,2012-03-11,2013-03-25,6,385,3,1,4,8,Upper 20%
2252316842,4915.68,65,75.63,2012-03-07,2013-03-24,7,389,2,3,4,9,Upper 20%
2252364675,13250.75,161,82.3,2012-03-03,2013-03-31,0,393,5,5,5,15,Top 20%
2252832620,9441.63,62,152.28,2012-03-03,2013-03-23,8,393,2,3,5,10,Top 20%
2252941306,440.13,20,22.01,2012-03-09,2013-03-30,1,387,4,1,1,6,Bottom 20%
2253204589,6932.36,100,69.32,2012-03-03,2013-03-30,1,393,4,4,5,13,Top 20%
2253752545,1017.11,42,24.22,2012-03-08,2013-03-30,1,388,4,2,1,7,Bottom 20%
2253767115,764.6,34,22.49,2012-03-12,2013-03-09,22,384,1,1,1,3,Bottom 20%
2254118748,4596.76,163,28.2,2012-03-02,2013-03-24,7,394,2,5,4,11,Upper 20%
2254146555,6876.43,231,29.77,2012-03-03,2013-03-30,1,393,4,5,5,14,Top 20%
2254155359,891.1,28,31.82,2012-03-11,2013-02-14,45,385,1,1,1,3,Bottom 20%
2254158118,4444.15,201,22.11,2012-03-02,2013-03-30,1,394,4,5,4,13,Upper 20%
2254306205,2708.6,31,87.37,2012-04-01,2013-03-29,2,364,4,1,3,8,Middle 20%
2255024568,5607.22,75,74.76,2012-03-04,2013-03-24,7,392,2,3,4,9,Upper 20%
2255099030,5971.85,190,31.43,2012-03-03,2013-03-30,1,393,4,5,5,14,Top 20%
2255104517,5892.14,118,49.93,2012-03-10,2013-03-31,0,386,5,5,4,14,Upper 20%
2255137501,2815.69,56,50.28,2012-03-07,2013-03-27,4,389,3,3,3,9,Middle 20%
2256998245,2968.74,94,31.58,2012-03-03,2013-03-31,0,393,5,4,3,12,Middle 20%
2257005220,5332.97,192,27.78,2012-03-06,2013-03-31,0,390,5,5,4,14,Upper 20%
2257026703,4191.7,106,39.54,2012-03-02,2013-03-30,1,394,4,4,4,12,Upper 20%
2257047256,1708.63,119,14.36,2012-03-02,2013-03-31,0,394,5,5,2,12,Lower 20%
2258011418,2175.1,35,62.15,2012-03-03,2013-03-25,6,393,3,1,2,6,Lower 20%
2258095304,8393.77,305,27.52,2012-03-02,2013-03-24,7,394,2,5,5,12,Top 20%
2259401520,724.32,21,34.49,2012-03-07,2013-03-12,19,389,1,1,1,3,Bottom 20%
2260334186,13885.44,183,75.88,2012-03-02,2013-03-12,19,394,1,5,5,11,Top 20%
2261863230,1025.74,22,46.62,2012-03-16,2013-03-20,11,380,2,1,1,4,Bottom 20%
2262901048,2929.76,152,19.27,2012-03-02,2013-03-30,1,394,4,5,3,12,Middle 20%
2263781169,2339.97,75,31.2,2012-03-10,2013-02-28,31,386,1,3,2,6,Lower 20%
2263981398,3823.04,91,42.01,2012-03-09,2013-03-29,2,387,4,4,3,11,Middle 20%
2264856466,5559.06,170,32.7,2012-03-03,2013-03-31,0,393,5,5,4,14,Upper 20%
2265686243,1192.33,47,25.37,2012-03-04,2013-03-30,1,392,4,2,1,7,Bottom 20%
2266737856,3915.1,76,51.51,2012-03-17,2013-03-26,5,379,3,3,3,9,Middle 20%
2266763090,1176.52,18,65.36,2012-04-01,2013-03-26,5,364,3,1,1,5,Bottom 20%
2266962482,5543.66,101,54.89,2012-03-03,2013-03-26,5,393,3,4,4,11,Upper 20%
2267103625,1288.3,13,99.1,2012-03-14,2013-03-26,5,382,3,1,1,5,Bottom 20%
2267214977,5343.26,82,65.16,2012-03-05,2013-03-18,13,391,1,4,4,9,Upper 20%
2270685303,3951.89,68,58.12,2012-03-06,2013-03-25,6,390,3,3,3,9,Middle 20%
2271173398,5595.2,200,27.98,2012-03-02,2013-03-31,0,394,5,5,4,14,Upper 20%
2272081791,882.47,47,18.78,2012-03-06,2013-03-19,12,390,1,2,1,4,Bottom 20%
2272962563,1889.38,73,25.88,2012-03-06,2013-03-29,2,390,4,3,2,9,Lower 20%
2273885743,2589.41,26,99.59,2012-03-13,2013-03-30,1,383,4,1,2,7,Lower 20%
2274460142,4097.51,85,48.21,2012-03-08,2013-03-31,0,388,5,4,4,13,Upper 20%
2276047187,5905.69,49,120.52,2012-03-04,2013-03-31,0,392,5,2,5,12,Top 20%
2276241898,4015.23,125,32.12,2012-03-02,2013-03-23,8,394,2,5,4,11,Upper 20%
2276269364,3866.66,19,203.51,2012-03-16,2013-03-01,30,380,1,1,3,5,Middle 20%
2276385707,1892.59,73,25.93,2012-03-02,2013-03-29,2,394,4,3,2,9,Lower 20%
2276416459,1463.73,18,81.32,2012-03-05,2013-03-15,16,391,1,1,2,4,Lower 20%
2276704883,3591.63,102,35.21,2012-03-02,2013-03-29,2,394,4,4,3,11,Middle 20%
2277308918,3423.29,73,46.89,2012-03-05,2013-03-24,7,391,2,3,3,8,Middle 20%
2277385550,7910.05,191,41.41,2012-03-02,2013-03-24,7,394,2,5,5,12,Top 20%
2278272181,4688.83,122,38.43,2012-03-06,2013-03-30,1,390,4,5,4,13,Upper 20%
2278311489,3129.49,81,38.64,2012-03-06,2013-03-27,4,390,3,4,3,10,Middle 20%
2278333034,8110.71,114,71.15,2012-03-02,2013-03-30,1,394,4,5,5,14,Top 20%
2278489925,2139.78,42,50.95,2012-03-06,2013-03-21,10,390,2,2,2,6,Lower 20%
2278540548,4486.75,138,32.51,2012-03-02,2013-03-31,0,394,5,5,4,14,Upper 20%
2279762506,6881.32,123,55.95,2012-03-03,2013-03-26,5,393,3,5,5,13,Top 20%
2279839913,9158.08,81,113.06,2012-03-02,2013-03-30,1,394,4,4,5,13,Top 20%
2281818395,1605.88,44,36.5,2012-03-02,2013-03-27,4,394,3,2,2,7,Lower 20%
2281960251,1222.49,28,43.66,2012-05-06,2013-02-20,39,329,1,1,1,3,Bottom 20%
2283585333,3270.68,112,29.2,2012-03-07,2013-03-30,1,389,4,5,3,12,Middle 20%
2283874904,1402.54,25,56.1,2012-03-26,2013-03-17,14,370,1,1,1,3,Bottom 20%
2285368515,2838.26,76,37.35,2012-03-03,2013-03-30,1,393,4,3,3,10,Middle 20%
2285458632,12434.97,306,40.64,2012-03-03,2013-03-31,0,393,5,5,5,15,Top 20%
2286562015,2066.66,27,76.54,2012-03-09,2013-03-22,9,387,2,1,2,5,Lower 20%
2286940463,6959.68,89,78.2,2012-03-02,2013-03-28,3,394,3,4,5,12,Top 20%
2286957017,2293.98,80,28.67,2012-03-10,2013-03-23,8,386,2,4,2,8,Lower 20%
2287879577,904.77,37,24.45,2012-05-18,2013-02-25,34,317,1,2,1,4,Bottom 20%
2288858898,1488.27,28,53.15,2012-03-24,2013-03-10,21,372,1,1,2,4,Lower 20%
2289288031,3971.85,21,189.14,2012-03-25,2013-03-30,1,371,4,1,3,8,Middle 20%
2289310444,2475.35,47,52.67,2012-03-02,2013-03-28,3,394,3,2,2,7,Lower 20%
2290249000,14773.97,149,99.15,2012-03-06,2013-03-28,3,390,3,5,5,13,Top 20%
2290264624,8798.92,143,61.53,2012-03-03,2013-03-31,0,393,5,5,5,15,Top 20%
2290290633,5018.33,96,52.27,2012-03-03,2013-03-31,0,393,5,4,4,13,Upper 20%
2290403814,939.66,25,37.59,2012-03-06,2013-03-26,5,390,3,1,1,5,Bottom 20%
2291219207,2737.07,50,54.74,2012-03-02,2013-03-27,4,394,3,2,3,8,Middle 20%
2291398790,818.25,38,21.53,2012-03-02,2013-03-28,3,394,3,2,1,6,Bottom 20%
2291509026,3328.53,33,100.86,2012-03-04,2013-03-24,7,392,2,1,3,6,Middle 20%
2292096228,1548.51,42,36.87,2012-03-12,2013-03-22,9,384,2,2,2,6,Lower 20%
2292775221,3396.97,112,30.33,2012-03-04,2013-03-27,4,392,3,5,3,11,Middle 20%
2293383286,3810.27,104,36.64,2012-03-04,2013-03-20,11,392,2,4,3,9,Middle 20%
2293709003,2512.36,55,45.68,2012-03-04,2013-03-21,10,392,2,2,2,6,Lower 20%
2295366914,2876.18,41,70.15,2012-03-02,2013-03-31,0,394,5,2,3,10,Middle 20%
2295386537,663.3,116,5.72,2012-03-06,2013-03-31,0,390,5,5,1,11,Bottom 20%
2295462890,2194.24,55,39.9,2012-03-09,2013-03-30,1,387,4,2,2,8,Lower 20%
2295508026,3829.09,47,81.47,2012-03-03,2013-03-30,1,393,4,2,3,9,Middle 20%
2295884459,5175.3,114,45.4,2012-03-04,2013-03-29,2,392,4,5,4,13,Upper 20%
2304333695,1697.02,47,36.11,2012-03-04,2013-03-29,2,392,4,2,2,8,Lower 20%
2304845908,1012.5,20,50.62,2012-03-23,2013-03-10,21,373,1,1,1,3,Bottom 20%
2305219706,4842.92,123,39.37,2012-03-02,2013-03-29,2,394,4,5,4,13,Upper 20%
2306384190,2972.35,89,33.4,2012-03-03,2013-03-21,10,393,2,4,3,9,Middle 20%
2306953257,5590.38,92,60.76,2012-03-03,2013-03-27,4,393,3,4,4,11,Upper 20%
2307031222,2351.2,64,36.74,2012-03-14,2013-03-24,7,382,2,3,2,7,Lower 20%
2307316949,3622.93,87,41.64,2012-03-02,2013-03-29,2,394,4,4,3,11,Middle 20%
2307353219,1755.42,68,25.81,2012-03-06,2013-03-26,5,390,3,3,2,8,Lower 20%
2307404307,2542.16,53,47.97,2012-03-16,2013-03-26,5,380,3,2,2,7,Lower 20%
2307500345,10501.94,167,62.89,2012-03-02,2013-03-24,7,394,2,5,5,12,Top 20%
2308168457,2312.41,77,30.03,2012-03-02,2013-03-27,4,394,3,4,2,9,Lower 20%
2308392153,11233.64,179,62.76,2012-03-02,2013-03-30,1,394,4,5,5,14,Top 20%
2308455734,892.43,30,29.75,2012-03-23,2013-01-31,59,373,1,1,1,3,Bottom 20%
2308484812,3499.64,50,69.99,2012-03-03,2013-03-29,2,393,4,2,3,9,Middle 20%
2309548360,1477.28,70,21.1,2012-03-02,2013-03-29,2,394,4,3,2,9,Lower 20%
2309706398,1688.42,50,33.77,2012-03-02,2013-03-31,0,394,5,2,2,9,Lower 20%
2310015065,1008.43,36,28.01,2012-04-06,2013-03-29,2,359,4,2,1,7,Bottom 20%
2310136306,1363.05,19,71.74,2012-03-28,2013-03-22,9,368,2,1,1,4,Bottom 20%
2310205622,3780.19,49,77.15,2012-03-03,2013-03-31,0,393,5,2,3,10,Middle 20%
2310392521,3236.32,49,66.05,2012-03-08,2013-03-31,0,388,5,2,3,10,Middle 20%
2310453653,2275.98,80,28.45,2012-03-04,2013-03-31,0,392,5,4,2,11,Lower 20%
2310481801,338.4,26,13.02,2012-03-13,2013-03-27,4,383,3,1,1,5,Bottom 20%
2312416294,2283.31,70,32.62,2012-03-03,2013-03-22,9,393,2,3,2,7,Lower 20%
2313036852,2497.91,87,28.71,2012-03-05,2013-03-28,3,391,3,4,2,9,Lower 20%
2313430676,6088.96,76,80.12,2012-03-06,2013-03-24,7,390,2,3,5,10,Top 20%
2314039113,332.18,9,36.91,2012-05-08,2013-03-19,12,327,1,1,1,3,Bottom 20%
2314620704,6225.51,160,38.91,2012-03-03,2013-03-30,1,393,4,5,5,14,Top 20%
2314725267,5276.12,48,109.92,2012-03-03,2013-03-07,24,393,1,2,4,7,Upper 20%
2316091344,3140.49,53,59.25,2012-03-06,2013-03-30,1,390,4,2,3,9,Middle 20%
2316153282,2910.3,163,17.85,2012-03-05,2013-03-31,0,391,5,5,3,13,Middle 20%
2316216367,5649.8,59,95.76,2012-03-06,2013-03-15,16,390,1,3,4,8,Upper 20%
2316679197,1250.01,21,59.52,2012-03-13,2013-03-25,6,383,3,1,1,5,Bottom 20%
2317392166,772.54,43,17.97,2012-03-04,2013-02-16,43,392,1,2,1,4,Bottom 20%
2318219990,2789.64,108,25.83,2012-03-02,2013-03-12,19,394,1,4,3,8,Middle 20%
2318586937,1693.55,79,21.44,2012-03-02,2013-03-27,4,394,3,4,2,9,Lower 20%
2318598841,7475.64,79,94.63,2012-03-07,2013-03-10,21,389,1,4,5,10,Top 20%
2318744820,7339.03,164,44.75,2012-03-02,2013-03-31,0,394,5,5,5,15,Top 20%
2318757623,1940.35,72,26.95,2012-03-17,2013-03-24,7,379,2,3,2,7,Lower 20%
2318768194,1017.94,55,18.51,2012-03-07,2013-03-31,0,389,5,2,1,8,Bottom 20%
2318810261,1389.84,49,28.36,2012-03-07,2013-03-29,2,389,4,2,1,7,Bottom 20%
2318820584,1507.35,103,14.63,2012-03-04,2013-03-31,0,392,5,4,2,11,Lower 20%
2318831310,639.91,19,33.68,2012-03-05,2013-03-31,0,391,5,1,1,7,Bottom 20%
2318831651,1671.38,57,29.32,2012-03-03,2013-03-30,1,393,4,3,2,9,Lower 20%
2318841044,1512.66,93,16.27,2012-03-07,2013-03-25,6,389,3,4,2,9,Lower 20%
2318869626,797.13,63,12.65,2012-03-03,2013-03-24,7,393,2,3,1,6,Bottom 20%
2318888164,2375.3,87,27.3,2012-03-12,2013-03-31,0,384,5,4,2,11,Lower 20%
2318894147,8923.75,105,84.99,2012-03-06,2013-03-27,4,390,3,4,5,12,Top 20%
2320186475,1332.17,48,27.75,2012-03-05,2013-03-29,2,391,4,2,1,7,Bottom 20%
2320487888,3097.89,56,55.32,2012-03-06,2013-03-20,11,390,2,3,3,8,Middle 20%
2322042228,2558.71,42,60.92,2012-03-05,2013-03-10,21,391,1,2,2,5,Lower 20%
2322222679,3720.88,109,34.14,2012-03-15,2013-03-31,0,381,5,4,3,12,Middle 20%
2322757305,3213.69,86,37.37,2012-03-08,2013-03-31,0,388,5,4,3,12,Middle 20%
2322770418,3576.23,27,132.45,2012-03-10,2013-03-23,8,386,2,1,3,6,Middle 20%
2324225930,796.44,27,29.5,2012-03-22,2013-02-17,42,374,1,1,1,3,Bottom 20%
2324938620,6087.28,145,41.98,2012-03-05,2013-02-10,49,391,1,5,5,11,Top 20%
2325019220,1761.56,50,35.23,2012-03-21,2013-03-26,5,375,3,2,2,7,Lower 20%
2326445437,7804.65,173,45.11,2012-03-03,2013-03-31,0,393,5,5,5,15,Top 20%
2326500183,5835.57,190,30.71,2012-03-02,2013-03-31,0,394,5,5,4,14,Upper 20%
2326537042,6649.56,94,70.74,2012-03-06,2013-03-30,1,390,4,4,5,13,Top 20%
2327071358,3451.64,144,23.97,2012-03-02,2013-03-29,2,394,4,5,3,12,Middle 20%
2327720405,3945.1,100,39.45,2012-03-05,2013-03-28,3,391,3,4,3,10,Middle 20%
2327731751,5268.38,100,52.68,2012-03-03,2013-03-30,1,393,4,4,4,12,Upper 20%
2328478200,3489.13,53,65.83,2012-03-07,2013-03-27,4,389,3,2,3,8,Middle 20%
2329675420,7009.88,90,77.89,2012-03-03,2013-03-27,4,393,3,4,5,12,Top 20%
2330070825,2543.69,67,37.97,2012-03-03,2013-03-31,0,393,5,3,2,10,Lower 20%
2330261723,4373.63,111,39.4,2012-03-02,2013-03-23,8,394,2,5,4,11,Upper 20%
2330274464,1113.87,48,23.21,2012-03-02,2013-03-11,20,394,1,2,1,4,Bottom 20%
2330469640,9551.4,156,61.23,2012-03-04,2013-03-30,1,392,4,5,5,14,Top 20%
2330815259,1300.41,21,61.92,2012-05-09,2013-03-09,22,326,1,1,1,3,Bottom 20%
2330824435,1438.67,32,44.96,2012-03-15,2013-03-31,0,381,5,1,2,8,Lower 20%
2332827469,2153.99,20,107.7,2013-01-06,2013-03-26,5,84,3,1,2,6,Lower 20%
2334444119,7275.73,60,121.26,2012-03-05,2013-03-28,3,391,3,3,5,11,Top 20%
2334580147,1661.89,174,9.55,2012-03-02,2013-03-31,0,394,5,5,2,12,Lower 20%
2334641682,4614.69,51,90.48,2012-03-05,2013-03-24,7,391,2,2,4,8,Upper 20%
2335765432,3542.18,35,101.21,2012-03-03,2013-03-31,0,393,5,1,3,9,Middle 20%
2335839491,4039.74,201,20.1,2012-03-02,2013-03-24,7,394,2,5,4,11,Upper 20%
2335930383,4386.58,184,23.84,2012-03-02,2013-03-20,11,394,2,5,4,11,Upper 20%
2337353655,2423.11,80,30.29,2012-03-05,2013-03-29,2,391,4,4,2,10,Lower 20%
2337367326,1974.78,24,82.28,2012-03-18,2013-03-29,2,378,4,1,2,7,Lower 20%
2337405518,1069.0,27,39.59,2012-06-21,2013-03-13,18,283,1,1,1,3,Bottom 20%
2337488846,5871.43,105,55.92,2012-03-05,2013-03-28,3,391,3,4,4,11,Upper 20%
2337490334,3482.21,100,34.82,2012-03-10,2013-03-17,14,386,1,4,3,8,Middle 20%
2337539593,4008.76,80,50.11,2012-03-13,2013-03-23,8,383,2,4,4,10,Upper 20%
2337634050,2798.41,44,63.6,2012-03-04,2013-03-29,2,392,4,2,3,9,Middle 20%
2338502577,954.5,44,21.69,2012-03-04,2013-03-22,9,392,2,2,1,5,Bottom 20%
2340701779,5098.07,294,17.34,2012-03-02,2013-03-30,1,394,4,5,4,13,Upper 20%
2344624116,10863.95,158,68.76,2012-03-03,2013-03-28,3,393,3,5,5,13,Top 20%
2345144265,3028.21,60,50.47,2012-03-06,2013-03-29,2,390,4,3,3,10,Middle 20%
2346941614,2722.2,154,17.68,2012-03-02,2013-03-30,1,394,4,5,3,12,Middle 20%
2346975776,515.7,10,51.57,2012-03-26,2013-01-29,61,370,1,1,1,3,Bottom 20%
2348244544,1773.22,79,22.45,2012-03-02,2013-03-17,14,394,1,4,2,7,Lower 20%
2348400877,2996.0,50,59.92,2012-03-06,2013-03-19,12,390,1,2,3,6,Middle 20%
2349181829,881.02,23,38.31,2012-03-14,2013-03-19,12,382,1,1,1,3,Bottom 20%
2350231365,3195.03,106,30.14,2012-03-02,2013-03-22,9,394,2,4,3,9,Middle 20%
2350449109,3580.78,62,57.75,2012-03-11,2013-03-27,4,385,3,3,3,9,Middle 20%
2350642053,9010.87,182,49.51,2012-03-02,2013-03-26,5,394,3,5,5,13,Top 20%
2352179374,8942.64,135,66.24,2012-03-04,2013-03-29,2,392,4,5,5,14,Top 20%
2352401737,2319.64,119,19.49,2012-03-02,2013-03-30,1,394,4,5,2,11,Lower 20%
2353437354,1624.12,31,52.39,2012-03-25,2013-03-30,1,371,4,1,2,7,Lower 20%
2354424270,4062.18,58,70.04,2012-03-03,2013-03-24,7,393,2,3,4,9,Upper 20%
2354691769,3687.15,49,75.25,2012-03-05,2013-03-18,13,391,1,2,3,6,Middle 20%
2356493334,103.86,3,34.62,2012-11-15,2013-02-19,40,136,1,1,1,3,Bottom 20%
2357666963,2841.95,51,55.72,2012-03-04,2013-03-18,13,392,1,2,3,6,Middle 20%
2357727785,16985.02,158,107.5,2012-03-04,2013-03-31,0,392,5,5,5,15,Top 20%
2357889388,3553.57,63,56.41,2012-03-03,2013-03-24,7,393,2,3,3,8,Middle 20%
2359449277,2827.47,99,28.56,2012-03-02,2013-03-31,0,394,5,4,3,12,Middle 20%
2359794741,8905.0,94,94.73,2012-03-02,2013-03-28,3,394,3,4,5,12,Top 20%
2362323318,3373.99,69,48.9,2012-03-03,2013-03-28,3,393,3,3,3,9,Middle 20%
2363173462,2537.77,46,55.17,2012-03-07,2013-03-22,9,389,2,2,2,6,Lower 20%
2364151388,5681.03,72,78.9,2012-03-03,2013-03-30,1,393,4,3,4,11,Upper 20%
2364838565,3758.08,106,35.45,2012-03-04,2013-03-10,21,392,1,4,3,8,Middle 20%
2364938354,4521.78,36,125.6,2012-03-14,2013-03-13,18,382,1,2,4,7,Upper 20%
2366181516,4129.8,76,54.34,2012-03-03,2013-03-30,1,393,4,3,4,11,Upper 20%
2366203898,3492.97,23,151.87,2012-03-08,2013-03-19,12,388,1,1,3,5,Middle 20%
2366244291,647.08,17,38.06,2012-04-06,2013-03-24,7,359,2,1,1,4,Bottom 20%
2366463771,6539.16,132,49.54,2012-03-03,2013-03-30,1,393,4,5,5,14,Top 20%
2366568241,3985.55,28,142.34,2012-03-04,2013-03-30,1,392,4,1,3,8,Middle 20%
2366612850,8228.11,57,144.35,2012-03-03,2013-03-20,11,393,2,3,5,10,Top 20%
2367624256,1440.9,45,32.02,2012-03-03,2013-03-19,12,393,1,2,2,5,Lower 20%
